,prot1,prot2,index
3654,sp|P30491|1B53_HUMAN,sp|P18463|1B37_HUMAN,0.30952380952380953
3655,sp|P30491|1B53_HUMAN,sp|P30488|1B50_HUMAN,0.3253012048192771
3656,sp|P30491|1B53_HUMAN,sp|P10319|1B58_HUMAN,0.7868852459016393
3657,sp|P30491|1B53_HUMAN,sp|Q95365|1B38_HUMAN,0.29411764705882354
3658,sp|P30491|1B53_HUMAN,sp|P18464|1B51_HUMAN,0.6119402985074627
3659,sp|P30491|1B53_HUMAN,sp|P30492|1B54_HUMAN,0.3670886075949367
3660,sp|P30491|1B53_HUMAN,sp|P30466|1B18_HUMAN,0.34146341463414637
3661,sp|P30491|1B53_HUMAN,sp|P30485|1B47_HUMAN,0.26436781609195403
3662,sp|P30491|1B53_HUMAN,sp|P30495|1B56_HUMAN,0.44
3663,sp|P30491|1B53_HUMAN,sp|P30464|1B15_HUMAN,0.4473684210526316
3664,sp|P30491|1B53_HUMAN,sp|P30490|1B52_HUMAN,0.5428571428571428
3665,sp|P30491|1B53_HUMAN,sp|Q29718|1B82_HUMAN,0.29411764705882354
3666,sp|P30491|1B53_HUMAN,sp|P18465|1B57_HUMAN,0.4861111111111111
3667,sp|P30491|1B53_HUMAN,sp|P30487|1B49_HUMAN,0.35802469135802467
3668,sp|P30491|1B53_HUMAN,sp|P30685|1B35_HUMAN,0.8333333333333334
3669,sp|P30491|1B53_HUMAN,sp|P30493|1B55_HUMAN,0.35
3670,sp|P30491|1B53_HUMAN,sp|P30483|1B45_HUMAN,0.29411764705882354
3671,sp|P18465|1B57_HUMAN,sp|P30484|1B46_HUMAN,0.4266666666666667
3672,sp|P18465|1B57_HUMAN,sp|P30481|1B44_HUMAN,0.27380952380952384
3673,sp|P18465|1B57_HUMAN,sp|P30475|1B39_HUMAN,0.2891566265060241
3674,sp|P18465|1B57_HUMAN,sp|Q29940|1B59_HUMAN,0.3815789473684211
3675,sp|P18465|1B57_HUMAN,sp|P30498|1B78_HUMAN,0.3125
3676,sp|P18465|1B57_HUMAN,sp|P30461|1B13_HUMAN,0.31645569620253167
3677,sp|P18465|1B57_HUMAN,sp|P30488|1B50_HUMAN,0.25882352941176473
3678,sp|P18465|1B57_HUMAN,sp|P10319|1B58_HUMAN,0.6060606060606061
3679,sp|P18465|1B57_HUMAN,sp|Q95365|1B38_HUMAN,0.3048780487804878
3680,sp|P18465|1B57_HUMAN,sp|P18464|1B51_HUMAN,0.3291139240506329
3681,sp|P18465|1B57_HUMAN,sp|P30492|1B54_HUMAN,0.36363636363636365
3682,sp|P18465|1B57_HUMAN,sp|P30466|1B18_HUMAN,0.27380952380952384
3683,sp|P18465|1B57_HUMAN,sp|P30485|1B47_HUMAN,0.32098765432098764
3684,sp|P18465|1B57_HUMAN,sp|P03989|1B27_HUMAN,0.34615384615384615
3685,sp|P18465|1B57_HUMAN,sp|P30495|1B56_HUMAN,0.4189189189189189
3686,sp|P18465|1B57_HUMAN,sp|P30464|1B15_HUMAN,0.4266666666666667
3687,sp|P18465|1B57_HUMAN,sp|P30490|1B52_HUMAN,0.3291139240506329
3688,sp|P18465|1B57_HUMAN,sp|Q29718|1B82_HUMAN,0.27380952380952384
3689,sp|P18465|1B57_HUMAN,sp|P30491|1B53_HUMAN,0.4861111111111111
3690,sp|P18465|1B57_HUMAN,sp|Q04826|1B40_HUMAN,0.2891566265060241
3691,sp|P18465|1B57_HUMAN,sp|P30487|1B49_HUMAN,0.27380952380952384
3692,sp|P18465|1B57_HUMAN,sp|P30685|1B35_HUMAN,0.4657534246575342
3693,sp|P18465|1B57_HUMAN,sp|P30493|1B55_HUMAN,0.3291139240506329
3694,sp|P18465|1B57_HUMAN,sp|Q29836|1B67_HUMAN,0.2891566265060241
3695,sp|P30501|1C02_HUMAN,sp|P30510|1C14_HUMAN,0.26506024096385544
3696,sp|P30501|1C02_HUMAN,sp|Q07000|1C15_HUMAN,0.26436781609195403
3697,sp|P30501|1C02_HUMAN,sp|P30508|1C12_HUMAN,0.29069767441860467
3698,sp|P30501|1C02_HUMAN,sp|P30499|1C01_HUMAN,0.26506024096385544
3699,sp|P29992|GNA11_HUMAN,sp|P50148|GNAQ_HUMAN,0.27835051546391754
3700,sp|P79483|DRB3_HUMAN,sp|P13761|2B17_HUMAN,0.27692307692307694
3701,sp|P79483|DRB3_HUMAN,sp|Q9TQE0|2B19_HUMAN,0.2857142857142857
3702,sp|Q68CK6|ACS2B_HUMAN,sp|Q08AH3|ACS2A_HUMAN,0.5221238938053098
3703,sp|P30508|1C12_HUMAN,sp|P04222|1C03_HUMAN,0.2926829268292683
3704,sp|P30508|1C12_HUMAN,sp|Q9TNN7|1C05_HUMAN,0.4230769230769231
3705,sp|P30508|1C12_HUMAN,sp|P10321|1C07_HUMAN,0.3170731707317073
3706,sp|P30508|1C12_HUMAN,sp|P30510|1C14_HUMAN,0.5142857142857142
3707,sp|P30508|1C12_HUMAN,sp|Q07000|1C15_HUMAN,0.44155844155844154
3708,sp|P30508|1C12_HUMAN,sp|Q29865|1C18_HUMAN,0.3717948717948718
3709,sp|P30508|1C12_HUMAN,sp|Q29960|1C16_HUMAN,0.4666666666666667
3710,sp|P30508|1C12_HUMAN,sp|Q95604|1C17_HUMAN,0.2823529411764706
3711,sp|P30508|1C12_HUMAN,sp|P30501|1C02_HUMAN,0.29069767441860467
3712,sp|P30508|1C12_HUMAN,sp|Q29963|1C06_HUMAN,0.6515151515151515
3713,sp|P30508|1C12_HUMAN,sp|P30504|1C04_HUMAN,0.3717948717948718
3714,sp|P30508|1C12_HUMAN,sp|P30505|1C08_HUMAN,0.5277777777777778
3715,sp|Q8N1L4|CP4Z2_HUMAN,sp|Q86W10|CP4Z1_HUMAN,0.35
3716,sp|P0C7W9|F90AE_HUMAN,sp|P0C7V4|F90AJ_HUMAN,0.922077922077922
3717,sp|P0C7W9|F90AE_HUMAN,sp|P0C7W8|F90AD_HUMAN,0.85
3718,sp|P0C7W9|F90AE_HUMAN,sp|A6NKC0|F90A7_HUMAN,0.3904761904761905
3719,sp|P0C7W9|F90AE_HUMAN,sp|A6NJQ4|F90A8_HUMAN,0.44
3720,sp|P0C7W9|F90AE_HUMAN,sp|A8MXZ1|F90AN_HUMAN,0.6222222222222222
3721,sp|P0C7W9|F90AE_HUMAN,sp|A6NIJ5|F90AK_HUMAN,0.3853211009174312
3722,sp|P0C7W9|F90AE_HUMAN,sp|A6NEW6|F90AG_HUMAN,0.5869565217391305
3723,sp|P0C7W9|F90AE_HUMAN,sp|A6NDY2|F90AA_HUMAN,0.5106382978723404
3724,sp|P0C7W9|F90AE_HUMAN,sp|A6NNJ1|F90A9_HUMAN,0.5869565217391305
3725,sp|P0C7W9|F90AE_HUMAN,sp|A8MX19|F90AC_HUMAN,0.46
3726,sp|P0C7W9|F90AE_HUMAN,sp|P0C7X0|F90AO_HUMAN,0.6263736263736264
3727,sp|P0C7W9|F90AE_HUMAN,sp|A6NE21|F90AI_HUMAN,0.5157894736842106
3728,sp|P0C7W9|F90AE_HUMAN,sp|A8MWA6|F90AM_HUMAN,0.4536082474226804
3729,sp|P0C7W9|F90AE_HUMAN,sp|A8MXJ8|F90A5_HUMAN,0.825
3730,sp|P30046|DOPD_HUMAN,sp|A6NHG4|DDTL_HUMAN,0.45454545454545453
3731,sp|Q6ZU69|F205A_HUMAN,sp|Q63HN1|F205B_HUMAN,0.28484848484848485
3732,sp|Q13066|GAG2B_HUMAN,sp|A1L429|GG12C_HUMAN,0.2727272727272727
3733,sp|Q13066|GAG2B_HUMAN,sp|Q4V321|GAG13_HUMAN,0.45454545454545453
3734,sp|Q13066|GAG2B_HUMAN,sp|Q6NT46|GAG2A_HUMAN,1.0
3735,sp|Q13066|GAG2B_HUMAN,sp|Q9UEU5|GGE2D_HUMAN,1.0
3736,sp|Q3ZM63|ETDA_HUMAN,sp|P0DPP9|ETDB_HUMAN,1.0
3737,sp|A6NJW9|CD8B2_HUMAN,sp|P10966|CD8B_HUMAN,0.4411764705882353
3738,sp|Q6ZT62|BGIN_HUMAN,sp|Q9Y3L3|3BP1_HUMAN,0.7264150943396226
3739,sp|Q8IX94|CTGE4_HUMAN,sp|A4FU28|CTGE9_HUMAN,0.7924528301886793
3740,sp|Q8IX94|CTGE4_HUMAN,sp|Q86UF2|CTGE6_HUMAN,0.5543478260869565
3741,sp|Q8IX94|CTGE4_HUMAN,sp|A4D2H0|CTGEF_HUMAN,0.5977653631284916
3742,sp|Q8IX94|CTGE4_HUMAN,sp|P0CG41|CTGE8_HUMAN,0.92
3743,sp|Q13117|DAZ2_HUMAN,sp|Q9NR90|DAZ3_HUMAN,1.0
3744,sp|Q13117|DAZ2_HUMAN,sp|Q9NQZ3|DAZ1_HUMAN,0.9642857142857143
3745,sp|Q13117|DAZ2_HUMAN,sp|Q86SG3|DAZ4_HUMAN,0.9642857142857143
3746,sp|P0DPD6|ECE2_HUMAN,sp|P0DPD8|EFCE2_HUMAN,0.7175572519083969
3747,sp|A6NMD2|GOG8J_HUMAN,sp|D6RF30|GOG8K_HUMAN,0.5984848484848485
3748,sp|A6NMD2|GOG8J_HUMAN,sp|A6NC78|GOG8I_HUMAN,0.4583333333333333
3749,sp|A6NMD2|GOG8J_HUMAN,sp|H3BQL2|GOG8T_HUMAN,0.5851851851851851
3750,sp|A6NMD2|GOG8J_HUMAN,sp|H3BSY2|GOG8M_HUMAN,0.4928571428571429
3751,sp|A6NMD2|GOG8J_HUMAN,sp|P0CJ92|GOG8H_HUMAN,0.5142857142857142
3752,sp|Q4KMX7|F106A_HUMAN,sp|P0CH98|F106C_HUMAN,0.5333333333333333
3753,sp|P63130|GAK7_HUMAN,sp|P62685|GAK8_HUMAN,0.7821782178217822
3754,sp|P63130|GAK7_HUMAN,sp|P87889|GAK10_HUMAN,0.5663716814159292
3755,sp|P63130|GAK7_HUMAN,sp|Q7LDI9|GAK6_HUMAN,0.7352941176470589
3756,sp|P63130|GAK7_HUMAN,sp|P63128|POK9_HUMAN,0.4968553459119497
3757,sp|P63130|GAK7_HUMAN,sp|P62683|GAK21_HUMAN,0.6542056074766355
3758,sp|P63130|GAK7_HUMAN,sp|Q9YNA8|GAK19_HUMAN,0.5663716814159292
3759,sp|P63130|GAK7_HUMAN,sp|P63126|GAK9_HUMAN,0.8061224489795918
3760,sp|P63130|GAK7_HUMAN,sp|P62684|GA113_HUMAN,0.6698113207547169
3761,sp|P63130|GAK7_HUMAN,sp|P63145|GAK24_HUMAN,0.7352941176470589
3762,sp|O60309|L37A3_HUMAN,sp|A6NMS7|L37A1_HUMAN,0.40454545454545454
3763,sp|O60309|L37A3_HUMAN,sp|A6NM11|L37A2_HUMAN,0.4439252336448598
3764,sp|Q86Y30|BAGE2_HUMAN,sp|Q86Y29|BAGE3_HUMAN,0.45
3765,sp|Q6L9T8|FA72D_HUMAN,sp|Q5TYM5|FA72A_HUMAN,0.5833333333333334
3766,sp|Q6L9T8|FA72D_HUMAN,sp|H0Y354|FA72C_HUMAN,0.76
3767,sp|Q6L9T8|FA72D_HUMAN,sp|Q86X60|FA72B_HUMAN,0.5833333333333334
3768,sp|A0A1B0GTR3|CX05A_HUMAN,sp|P0DPH9|CX05B_HUMAN,1.0
3769,sp|Q13588|GRAP_HUMAN,sp|Q8TC17|GRAPL_HUMAN,0.3333333333333333
3770,sp|Q9BY27|DGC6L_HUMAN,sp|Q14129|DGCR6_HUMAN,0.46
3771,sp|A0A0B4J2D5|GAL3B_HUMAN,sp|P0DPI2|GAL3A_HUMAN,0.8604651162790697
3772,sp|P62683|GAK21_HUMAN,sp|P62685|GAK8_HUMAN,0.6238532110091743
3773,sp|P62683|GAK21_HUMAN,sp|P87889|GAK10_HUMAN,0.4380165289256198
3774,sp|P62683|GAK21_HUMAN,sp|Q7LDI9|GAK6_HUMAN,0.5675675675675675
3775,sp|P62683|GAK21_HUMAN,sp|P63128|POK9_HUMAN,0.40718562874251496
3776,sp|P62683|GAK21_HUMAN,sp|P63130|GAK7_HUMAN,0.6542056074766355
3777,sp|P62683|GAK21_HUMAN,sp|Q9YNA8|GAK19_HUMAN,0.45
3778,sp|P62683|GAK21_HUMAN,sp|P63126|GAK9_HUMAN,0.6415094339622641
3779,sp|P62683|GAK21_HUMAN,sp|P62684|GA113_HUMAN,0.5675675675675675
3780,sp|P62683|GAK21_HUMAN,sp|P63145|GAK24_HUMAN,0.5963302752293578
3781,sp|Q6GPI1|CTRB2_HUMAN,sp|P17538|CTRB1_HUMAN,0.6666666666666666
3782,sp|Q96P64|AGAP4_HUMAN,sp|Q5VUJ5|AGAP7_HUMAN,0.5188679245283019
3783,sp|Q96P64|AGAP4_HUMAN,sp|A6NIR3|AGAP5_HUMAN,0.3739130434782609
3784,sp|Q96P64|AGAP4_HUMAN,sp|Q5VW22|AGAP6_HUMAN,0.4636363636363636
3785,sp|Q5VTM2|AGAP9_HUMAN,sp|Q5VUJ5|AGAP7_HUMAN,0.26153846153846155
3786,sp|Q5VTM2|AGAP9_HUMAN,sp|A6NIR3|AGAP5_HUMAN,0.2677165354330709
3787,sp|Q9BZ76|CNTP3_HUMAN,sp|Q96NU0|CNT3B_HUMAN,0.5858585858585859
3788,sp|P0CG41|CTGE8_HUMAN,sp|A4FU28|CTGE9_HUMAN,0.7950310559006211
3789,sp|P0CG41|CTGE8_HUMAN,sp|Q86UF2|CTGE6_HUMAN,0.5591397849462365
3790,sp|P0CG41|CTGE8_HUMAN,sp|A4D2H0|CTGEF_HUMAN,0.6571428571428571
3791,sp|P0CG41|CTGE8_HUMAN,sp|Q8IX94|CTGE4_HUMAN,0.92
3792,sp|P0CL81|GG12G_HUMAN,sp|A1L429|GG12C_HUMAN,0.75
3793,sp|P0CL81|GG12G_HUMAN,sp|P0CL80|GG12F_HUMAN,1.0
3794,sp|P0CL81|GG12G_HUMAN,sp|P0CL82|GG12I_HUMAN,1.0
3795,sp|P0CL81|GG12G_HUMAN,sp|Q4V321|GAG13_HUMAN,0.6
3796,sp|P0CL81|GG12G_HUMAN,sp|O76087|GAGE7_HUMAN,1.0
3797,sp|P0CL81|GG12G_HUMAN,sp|Q13069|GAGE5_HUMAN,0.6
3798,sp|P0CL81|GG12G_HUMAN,sp|Q13070|GAGE6_HUMAN,0.6
3799,sp|P0CL81|GG12G_HUMAN,sp|Q13065|GAGE1_HUMAN,0.6666666666666666
3800,sp|P0CL81|GG12G_HUMAN,sp|A6NDE8|GG12H_HUMAN,0.6666666666666666
3801,sp|P0CL81|GG12G_HUMAN,sp|Q4V326|GAG2E_HUMAN,0.75
3802,sp|Q8IWN6|F223A_HUMAN,sp|A6NKX1|F223B_HUMAN,0.6923076923076923
3803,sp|A6NKX1|F223B_HUMAN,sp|Q8IWN6|F223A_HUMAN,0.6923076923076923
3804,sp|Q9H0R8|GBRL1_HUMAN,sp|O95166|GBRAP_HUMAN,0.2608695652173913
3805,sp|P04439|1A03_HUMAN,sp|P30443|1A01_HUMAN,0.5070422535211268
3806,sp|P04439|1A03_HUMAN,sp|P16188|1A30_HUMAN,0.4305555555555556
3807,sp|P04439|1A03_HUMAN,sp|P13746|1A11_HUMAN,0.6307692307692307
3808,sp|P04439|1A03_HUMAN,sp|P30455|1A36_HUMAN,0.5217391304347826
3809,sp|P35520|CBS_HUMAN,sp|P0DN79|CBSL_HUMAN,1.0
3810,sp|Q04826|1B40_HUMAN,sp|P30481|1B44_HUMAN,0.41025641025641024
3811,sp|Q04826|1B40_HUMAN,sp|P30475|1B39_HUMAN,0.26436781609195403
3812,sp|Q04826|1B40_HUMAN,sp|P30486|1B48_HUMAN,0.42857142857142855
3813,sp|Q04826|1B40_HUMAN,sp|Q29940|1B59_HUMAN,0.2558139534883721
3814,sp|Q04826|1B40_HUMAN,sp|P30461|1B13_HUMAN,0.4657534246575342
3815,sp|Q04826|1B40_HUMAN,sp|P18463|1B37_HUMAN,0.34146341463414637
3816,sp|Q04826|1B40_HUMAN,sp|P30488|1B50_HUMAN,0.3924050632911392
3817,sp|Q04826|1B40_HUMAN,sp|Q95365|1B38_HUMAN,0.26436781609195403
3818,sp|Q04826|1B40_HUMAN,sp|Q31610|1B81_HUMAN,0.34146341463414637
3819,sp|Q04826|1B40_HUMAN,sp|P30460|1B08_HUMAN,0.3924050632911392
3820,sp|Q04826|1B40_HUMAN,sp|P30466|1B18_HUMAN,0.30952380952380953
3821,sp|Q04826|1B40_HUMAN,sp|P30485|1B47_HUMAN,0.5277777777777778
3822,sp|Q04826|1B40_HUMAN,sp|P03989|1B27_HUMAN,0.4794520547945205
3823,sp|Q04826|1B40_HUMAN,sp|P30495|1B56_HUMAN,0.2558139534883721
3824,sp|Q04826|1B40_HUMAN,sp|P30464|1B15_HUMAN,0.29411764705882354
3825,sp|Q04826|1B40_HUMAN,sp|P30479|1B41_HUMAN,0.5555555555555556
3826,sp|Q04826|1B40_HUMAN,sp|P30480|1B42_HUMAN,0.3924050632911392
3827,sp|Q04826|1B40_HUMAN,sp|P18465|1B57_HUMAN,0.2891566265060241
3828,sp|Q04826|1B40_HUMAN,sp|P30487|1B49_HUMAN,0.35802469135802467
3829,sp|Q04826|1B40_HUMAN,sp|Q29836|1B67_HUMAN,0.26436781609195403
3830,sp|Q04826|1B40_HUMAN,sp|P01889|1B07_HUMAN,0.375
3831,sp|Q04826|1B40_HUMAN,sp|P30483|1B45_HUMAN,0.3924050632911392
3832,sp|P30487|1B49_HUMAN,sp|P30484|1B46_HUMAN,0.3253012048192771
3833,sp|P30487|1B49_HUMAN,sp|P30481|1B44_HUMAN,0.35802469135802467
3834,sp|P30487|1B49_HUMAN,sp|P30475|1B39_HUMAN,0.26436781609195403
3835,sp|P30487|1B49_HUMAN,sp|Q29940|1B59_HUMAN,0.35
3836,sp|P30487|1B49_HUMAN,sp|P30498|1B78_HUMAN,0.2857142857142857
3837,sp|P30487|1B49_HUMAN,sp|P30461|1B13_HUMAN,0.2891566265060241
3838,sp|P30487|1B49_HUMAN,sp|P18463|1B37_HUMAN,0.35802469135802467
3839,sp|P30487|1B49_HUMAN,sp|P30488|1B50_HUMAN,0.8333333333333334
3840,sp|P30487|1B49_HUMAN,sp|P10319|1B58_HUMAN,0.3132530120481928
3841,sp|P30487|1B49_HUMAN,sp|Q95365|1B38_HUMAN,0.30952380952380953
3842,sp|P30487|1B49_HUMAN,sp|P18464|1B51_HUMAN,0.3333333333333333
3843,sp|P30487|1B49_HUMAN,sp|P30492|1B54_HUMAN,0.2857142857142857
3844,sp|P30487|1B49_HUMAN,sp|P30466|1B18_HUMAN,0.26436781609195403
3845,sp|P30487|1B49_HUMAN,sp|P30485|1B47_HUMAN,0.3924050632911392
3846,sp|P30487|1B49_HUMAN,sp|P03989|1B27_HUMAN,0.27058823529411763
3847,sp|P30487|1B49_HUMAN,sp|P30495|1B56_HUMAN,0.3333333333333333
3848,sp|P30487|1B49_HUMAN,sp|P30464|1B15_HUMAN,0.3924050632911392
3849,sp|P30487|1B49_HUMAN,sp|P30490|1B52_HUMAN,0.38461538461538464
3850,sp|P30487|1B49_HUMAN,sp|Q29718|1B82_HUMAN,0.29411764705882354
3851,sp|P30487|1B49_HUMAN,sp|P30462|1B14_HUMAN,0.2558139534883721
3852,sp|P30487|1B49_HUMAN,sp|P30479|1B41_HUMAN,0.4
3853,sp|P30487|1B49_HUMAN,sp|P30491|1B53_HUMAN,0.35802469135802467
3854,sp|P30487|1B49_HUMAN,sp|P18465|1B57_HUMAN,0.27380952380952384
3855,sp|P30487|1B49_HUMAN,sp|Q04826|1B40_HUMAN,0.35802469135802467
3856,sp|P30487|1B49_HUMAN,sp|P30685|1B35_HUMAN,0.3253012048192771
3857,sp|P30487|1B49_HUMAN,sp|P30493|1B55_HUMAN,0.3333333333333333
3858,sp|P30487|1B49_HUMAN,sp|Q29836|1B67_HUMAN,0.26436781609195403
3859,sp|P30487|1B49_HUMAN,sp|P30483|1B45_HUMAN,0.6923076923076923
3860,sp|P30499|1C01_HUMAN,sp|P04222|1C03_HUMAN,0.28205128205128205
3861,sp|P30499|1C01_HUMAN,sp|P30510|1C14_HUMAN,0.3157894736842105
3862,sp|P30499|1C01_HUMAN,sp|Q29865|1C18_HUMAN,0.27848101265822783
3863,sp|P30499|1C01_HUMAN,sp|P30501|1C02_HUMAN,0.26506024096385544
3864,sp|P30499|1C01_HUMAN,sp|Q29963|1C06_HUMAN,0.25609756097560976
3865,sp|Q6FI13|H2A2A_HUMAN,sp|Q99878|H2A1J_HUMAN,0.7142857142857143
3866,sp|Q6FI13|H2A2A_HUMAN,sp|Q9BTM1|H2AJ_HUMAN,0.5666666666666667
3867,sp|Q6FI13|H2A2A_HUMAN,sp|Q7L7L0|H2A3_HUMAN,0.5483870967741935
3868,sp|Q6FI13|H2A2A_HUMAN,sp|P20671|H2A1D_HUMAN,0.6551724137931034
3869,sp|Q6FI13|H2A2A_HUMAN,sp|Q96KK5|H2A1H_HUMAN,0.7777777777777778
3870,sp|Q6FI13|H2A2A_HUMAN,sp|Q93077|H2A1C_HUMAN,0.6551724137931034
3871,sp|Q6FI13|H2A2A_HUMAN,sp|Q96QV6|H2A1A_HUMAN,0.34285714285714286
3872,sp|Q6FI13|H2A2A_HUMAN,sp|Q8IUE6|H2A2B_HUMAN,0.3055555555555556
3873,sp|Q6FI13|H2A2A_HUMAN,sp|Q16777|H2A2C_HUMAN,0.8076923076923077
3874,sp|Q6FI13|H2A2A_HUMAN,sp|P04908|H2A1B_HUMAN,0.5483870967741935
3875,sp|Q6FI13|H2A2A_HUMAN,sp|P0C0S8|H2A1_HUMAN,0.7777777777777778
3876,sp|P0DP02|HVC33_HUMAN,sp|P01772|HV333_HUMAN,0.5
3877,sp|P0DP02|HVC33_HUMAN,sp|P01768|HV330_HUMAN,0.5652173913043478
3878,sp|P0DP02|HVC33_HUMAN,sp|P0DP03|HV335_HUMAN,0.5652173913043478
3879,sp|A0A087WTH5|KCE1B_HUMAN,sp|P15382|KCNE1_HUMAN,0.5217391304347826
3880,sp|P14598|NCF1_HUMAN,sp|A6NI72|NCF1B_HUMAN,0.7407407407407407
3881,sp|P14598|NCF1_HUMAN,sp|A8MVU1|NCF1C_HUMAN,0.717948717948718
3882,sp|P86480|PR20D_HUMAN,sp|P86481|PR20B_HUMAN,1.0
3883,sp|P86480|PR20D_HUMAN,sp|P86478|PR20E_HUMAN,1.0
3884,sp|P86480|PR20D_HUMAN,sp|P86496|PR20A_HUMAN,1.0
3885,sp|P86480|PR20D_HUMAN,sp|P86479|PR20C_HUMAN,1.0
3886,sp|A4QPH2|PI4P2_HUMAN,sp|Q8N8J0|PI4P1_HUMAN,0.25471698113207547
3887,sp|Q7Z3S9|NT2NA_HUMAN,sp|P0DPK3|NT2NB_HUMAN,0.8
3888,sp|Q7Z3S9|NT2NA_HUMAN,sp|P0DPK4|NT2NC_HUMAN,1.0
3889,sp|Q8NFP7|NUD10_HUMAN,sp|Q96G61|NUD11_HUMAN,0.8125
3890,sp|P10266|POK10_HUMAN,sp|P63132|PO113_HUMAN,0.463768115942029
3891,sp|P10266|POK10_HUMAN,sp|Q9BXR3|POK6_HUMAN,0.5024875621890548
3892,sp|P10266|POK10_HUMAN,sp|Q9WJR5|POK19_HUMAN,0.3888888888888889
3893,sp|P10266|POK10_HUMAN,sp|P63135|POK7_HUMAN,0.4957627118644068
3894,sp|P10266|POK10_HUMAN,sp|P63136|POK25_HUMAN,0.45410628019323673
3895,sp|P10266|POK10_HUMAN,sp|Q9UQG0|POK11_HUMAN,0.5783783783783784
3896,sp|P10266|POK10_HUMAN,sp|P63133|POK8_HUMAN,0.46116504854368934
3897,sp|P10266|POK10_HUMAN,sp|Q9QC07|POK18_HUMAN,0.3877551020408163
3898,sp|Q9QC07|POK18_HUMAN,sp|P63132|PO113_HUMAN,0.4627659574468085
3899,sp|Q9QC07|POK18_HUMAN,sp|Q9BXR3|POK6_HUMAN,0.5054945054945055
3900,sp|Q9QC07|POK18_HUMAN,sp|Q9WJR5|POK19_HUMAN,0.40932642487046633
3901,sp|Q9QC07|POK18_HUMAN,sp|P63135|POK7_HUMAN,0.3829787234042553
3902,sp|Q9QC07|POK18_HUMAN,sp|P63136|POK25_HUMAN,0.4756756756756757
3903,sp|Q9QC07|POK18_HUMAN,sp|Q9UQG0|POK11_HUMAN,0.5085714285714286
3904,sp|Q9QC07|POK18_HUMAN,sp|P63133|POK8_HUMAN,0.45989304812834225
3905,sp|Q9QC07|POK18_HUMAN,sp|P10266|POK10_HUMAN,0.3877551020408163
3906,sp|Q01860|PO5F1_HUMAN,sp|Q06416|P5F1B_HUMAN,0.3617021276595745
3907,sp|O95521|PRAM1_HUMAN,sp|Q5VWM6|PRA13_HUMAN,0.3949579831932773
3908,sp|O95521|PRAM1_HUMAN,sp|Q5SWL7|PRA14_HUMAN,0.47619047619047616
3909,sp|O95521|PRAM1_HUMAN,sp|O60811|PRAM2_HUMAN,0.33884297520661155
3910,sp|A6NDH6|O5H15_HUMAN,sp|A6NKK0|OR5H1_HUMAN,0.4230769230769231
3911,sp|E5RHQ5|NPB11_HUMAN,sp|A8MRT5|NPIB5_HUMAN,0.4868421052631579
3912,sp|E5RHQ5|NPB11_HUMAN,sp|C9JG80|NPIB4_HUMAN,0.4864864864864865
3913,sp|E5RHQ5|NPB11_HUMAN,sp|Q92617|NPIB3_HUMAN,0.5138888888888888
3914,sp|E5RHQ5|NPB11_HUMAN,sp|A6NJU9|NPB13_HUMAN,0.5205479452054794
3915,sp|P0CJ86|DU4L3_HUMAN,sp|Q9UBX2|DUX4_HUMAN,0.9148936170212766
3916,sp|P0CJ86|DU4L3_HUMAN,sp|Q6RFH8|DUX4C_HUMAN,0.8367346938775511
3917,sp|P0CJ86|DU4L3_HUMAN,sp|P0CJ85|DU4L2_HUMAN,1.0
3918,sp|P0CJ86|DU4L3_HUMAN,sp|P0CJ88|DU4L5_HUMAN,1.0
3919,sp|P0CJ86|DU4L3_HUMAN,sp|P0CJ90|DU4L7_HUMAN,1.0
3920,sp|P0CJ86|DU4L3_HUMAN,sp|P0CJ87|DU4L4_HUMAN,0.9565217391304348
3921,sp|P0CJ86|DU4L3_HUMAN,sp|P0CJ89|DU4L6_HUMAN,1.0
3922,sp|P0CJ87|DU4L4_HUMAN,sp|Q9UBX2|DUX4_HUMAN,0.875
3923,sp|P0CJ87|DU4L4_HUMAN,sp|Q6RFH8|DUX4C_HUMAN,0.8367346938775511
3924,sp|P0CJ87|DU4L4_HUMAN,sp|P0CJ85|DU4L2_HUMAN,0.9565217391304348
3925,sp|P0CJ87|DU4L4_HUMAN,sp|P0CJ88|DU4L5_HUMAN,0.9565217391304348
3926,sp|P0CJ87|DU4L4_HUMAN,sp|P0CJ90|DU4L7_HUMAN,0.9565217391304348
3927,sp|P0CJ87|DU4L4_HUMAN,sp|P0CJ86|DU4L3_HUMAN,0.9565217391304348
3928,sp|P0CJ87|DU4L4_HUMAN,sp|P0CJ89|DU4L6_HUMAN,0.9565217391304348
3929,sp|P26378|ELAV4_HUMAN,sp|Q12926|ELAV2_HUMAN,0.4857142857142857
3930,sp|P62873|GBB1_HUMAN,sp|P62879|GBB2_HUMAN,0.2537313432835821
3931,sp|Q8N660|NBPFF_HUMAN,sp|Q3BBV2|NBPF8_HUMAN,0.2929936305732484
3932,sp|Q8N660|NBPFF_HUMAN,sp|Q6P3W6|NBPFA_HUMAN,0.40298507462686567
3933,sp|Q8N660|NBPFF_HUMAN,sp|P0DPF3|NBPF9_HUMAN,0.38513513513513514
3934,sp|Q8N660|NBPFF_HUMAN,sp|A0A087WUL8|NBPFJ_HUMAN,0.47540983606557374
3935,sp|Q8N660|NBPFF_HUMAN,sp|Q5TAG4|NBPFC_HUMAN,0.28160919540229884
